"","id","status_group","latitude","longitude","region","management","quantity","population","IMPinstaller","IMPfunder"
"38",54479,"functional",-8.5992438,39.35289565,"Lindi","vwc","enough",230,"DWE","GOVERNMENT OF TANZANIA"
"39",65997,"functional",-9.88481265,39.73629862,"Lindi","vwc","insufficient",300,"Other","Other"
"40",623,"non-functional",-10.16058464,39.95981636,"Lindi","vwc","insufficient",345,"Other","Other"
"41",69720,"non-functional",-9.74096271,39.6656522,"Lindi","vwc","insufficient",1,"Other","Other"
"42",45311,"non-functional",-8.9646891,39.49920569,"Lindi","vwc","enough",100,"DWE","Other"
"43",34102,"non-functional",-8.39102304,39.28520298,"Lindi","vwc","enough",310,"DWE","GOVERNMENT OF TANZANIA"
"44",62966,"non-functional",-10.01994459,39.82586669,"Lindi","vwc","insufficient",1,"Other","Other"
"45",48205,"non-functional",-9.05677483,39.52621231,"Lindi","vwc","insufficient",196,"DWE","GOVERNMENT OF TANZANIA"
"46",57168,"non-functional",-8.39579715,39.28279207,"Lindi","vwc","enough",286,"DWE","GOVERNMENT OF TANZANIA"
"47",67016,"functional",-8.52072346,39.50880321,"Lindi","vwc","enough",300,"Other","Other"
"48",24734,"non-functional",-8.39132074,39.28449173,"Lindi","vwc","enough",310,"DWE","GOVERNMENT OF TANZANIA"
"49",45359,"non-functional",-9.99477081,39.64788132,"Lindi","vwc","enough",200,"Other","WORLD BANK"
"50",22822,"functional",-8.39083572,39.28485434,"Lindi","vwc","enough",310,"DWE","GOVERNMENT OF TANZANIA"
"51",17278,"non-functional",-8.63293287,39.36122479,"Lindi","vwc","enough",530,"DWE","GOVERNMENT OF TANZANIA"
"52",11256,"non-functional",-8.52292206,39.27254102,"Lindi","vwc","enough",120,"DWE","WORLD BANK"
"53",11521,"non-functional",-8.74516851,39.40893878,"Lindi","vwc","enough",340,"Other","Other"
"54",17011,"functional-needs-repair",-8.38242709,39.2813817,"Lindi","private operator","enough",356,"Other","Other"
"55",11000,"functional",-9.73280665,39.70723395,"Lindi","vwc","insufficient",1,"Other","Other"
"56",23863,"functional",-8.39058199,39.27983202,"Lindi","private operator","enough",87,"Other","Other"
"57",66352,"functional",-8.85522425,39.47461693,"Lindi","other","enough",113,"DWE","GOVERNMENT OF TANZANIA"
"58",56168,"functional-needs-repair",-8.87541272,39.48908733,"Lindi","vwc","enough",211,"DWE","GOVERNMENT OF TANZANIA"
"59",8436,"non-functional",-8.28493439,39.21672783,"Lindi","vwc","enough",253,"DWE","GOVERNMENT OF TANZANIA"
"60",40388,"non-functional",-8.28496867,39.21642606,"Lindi","vwc","enough",253,"DWE","GOVERNMENT OF TANZANIA"
"61",48102,"functional-needs-repair",-8.88165906,39.49151322,"Lindi","vwc","enough",1013,"DWE","GOVERNMENT OF TANZANIA"
"62",8659,"non-functional",-9.64524872,39.7094973,"Lindi","vwc","unknown",1,"Other","Other"
"63",60972,"non-functional",-8.29487737,39.22331274,"Lindi","vwc","enough",324,"DWE","GOVERNMENT OF TANZANIA"
"64",43044,"non-functional",-8.84545475,39.46416369,"Lindi","vwc","enough",400,"DWE","GOVERNMENT OF TANZANIA"
"65",12688,"functional",-9.37591026,39.62088177,"Lindi","vwc","insufficient",1500,"Other","Other"
"66",32541,"non-functional",-8.60931826,39.33736795,"Lindi","vwc","dry",123,"DWE","GOVERNMENT OF TANZANIA"
"67",27552,"functional",-8.39011244,39.28199916,"Lindi","private operator","enough",261,"Other","Other"
"68",18653,"functional",-8.85191215,39.47491738,"Lindi","other","enough",360,"DWE","GOVERNMENT OF TANZANIA"
"69",49721,"non-functional",-8.39209054,39.28216741,"Lindi","vwc","insufficient",369,"DWE","GOVERNMENT OF TANZANIA"
"70",15069,"functional",-8.38627077,39.26077092,"Lindi","vwc","enough",430,"Other","Other"
"71",21347,"functional",-10.0493996,39.63675466,"Lindi","vwc","enough",500,"Other","Other"
"72",63041,"functional",-8.28692995,39.2157749,"Lindi","vwc","enough",630,"Other","Other"
"73",22856,"non-functional",-9.39602529,39.56536919,"Lindi","vwc","enough",300,"DWE","GOVERNMENT OF TANZANIA"
"74",12384,"non-functional",-8.63126538,39.36148905,"Lindi","vwc","enough",330,"DWE","GOVERNMENT OF TANZANIA"
"75",23431,"non-functional",-9.19303639,39.60330918,"Lindi","vwc","insufficient",530,"DWE","GOVERNMENT OF TANZANIA"
"76",32553,"non-functional",-9.27943488,39.61322671,"Lindi","vwc","enough",580,"DWE","GOVERNMENT OF TANZANIA"
"77",55390,"functional",-8.96694709,39.51335876,"Lindi","vwc","insufficient",800,"DWE","Other"
"78",17109,"non-functional",-9.87280804,39.74089789,"Lindi","vwc","insufficient",50,"Other","Other"
"79",42024,"non-functional",-8.95692376,39.50121688,"Lindi","vwc","insufficient",286,"DWE","Other"
"80",48945,"functional",-10.0306086,39.63058428,"Lindi","vwc","enough",600,"Other","Other"
"81",59782,"functional",-9.87336057,39.74199617,"Lindi","vwc","enough",150,"Other","Other"
"82",4145,"functional",-9.88653151,39.73545864,"Lindi","vwc","enough",200,"Other","Other"
"83",17245,"non-functional",-8.72495066,39.22677393,"Lindi","vwc","enough",256,"DWE","GOVERNMENT OF TANZANIA"
"84",4574,"functional",-8.84814377,39.47087621,"Lindi","other","enough",304,"DWE","Other"
"85",49697,"non-functional",-8.3588218,39.26452563,"Lindi","vwc","dry",358,"Other","Other"
"86",28794,"non-functional",-8.28423861,39.21516643,"Lindi","vwc","enough",500,"Other","Other"
"87",60883,"functional",-8.84859503,39.4694864,"Lindi","other","enough",84,"DWE","Other"
"88",48641,"non-functional",-8.28552521,39.21596452,"Lindi","vwc","enough",325,"DWE","GOVERNMENT OF TANZANIA"
"89",44856,"non-functional",-8.49789286,39.29050365,"Lindi","vwc","insufficient",230,"DWE","GOVERNMENT OF TANZANIA"
"90",31449,"non-functional",-9.19123356,39.6019716,"Lindi","vwc","insufficient",306,"DWE","GOVERNMENT OF TANZANIA"
"91",18689,"non-functional",-10.04939568,39.63649177,"Lindi","vwc","enough",700,"Other","WORLD BANK"
"92",31815,"non-functional",-10.04926017,39.63659417,"Lindi","vwc","enough",800,"Other","Other"
"93",72639,"non-functional",-8.75532707,39.41239542,"Lindi","vwc","insufficient",1,"Other","Other"
"94",44782,"functional",-8.84971285,39.4656856,"Lindi","other","enough",220,"DWE","Other"
"95",34663,"non-functional",-8.54045889,39.25322572,"Lindi","vwc","insufficient",280,"DWE","GOVERNMENT OF TANZANIA"
"96",3240,"functional",-8.84824152,39.47039514,"Lindi","other","enough",304,"DWE","Other"
"97",71138,"functional",-8.49901987,39.25745065,"Lindi","private operator","enough",600,"Other","Other"
"98",59678,"non-functional",-9.18929716,39.60047767,"Lindi","vwc","insufficient",680,"DWE","GOVERNMENT OF TANZANIA"
"99",35947,"functional",-9.87246853,39.74028974,"Lindi","vwc","enough",100,"Other","Other"
"100",36487,"functional",-8.41016491,39.25698325,"Lindi","parastatal","enough",230,"Other","Other"
"101",66468,"non-functional",-8.6310413,39.30759761,"Lindi","vwc","enough",450,"DWE","GOVERNMENT OF TANZANIA"
"102",68241,"functional-needs-repair",-8.49807443,39.25790573,"Lindi","private operator","enough",303,"Other","Other"
"103",39104,"non-functional",-8.60063063,39.27387237,"Lindi","vwc","enough",367,"Other","Other"
"104",47883,"non-functional",-8.6001252,39.27361672,"Lindi","vwc","enough",367,"Other","Other"
"105",52211,"functional",-8.49797863,39.2577738,"Lindi","private operator","enough",430,"Other","Other"
"106",69536,"non-functional",-9.56798674,39.49336929,"Lindi","vwc","enough",568,"DWE","GOVERNMENT OF TANZANIA"
"107",12340,"functional",-9.87158504,39.73944394,"Lindi","vwc","insufficient",100,"Other","Other"
"108",61126,"non-functional",-8.58373452,39.2627006,"Lindi","vwc","insufficient",500,"DWE","GOVERNMENT OF TANZANIA"
"109",10935,"non-functional",-8.61814883,39.29320993,"Lindi","unknown","dry",112,"DWE","GOVERNMENT OF TANZANIA"
"110",15779,"non-functional",-8.58387809,39.26226634,"Lindi","vwc","dry",271,"DWE","GOVERNMENT OF TANZANIA"
"111",20506,"non-functional",-8.60054487,39.27383568,"Lindi","vwc","enough",367,"DWE","GOVERNMENT OF TANZANIA"
"112",63769,"functional",-8.50027686,39.25755702,"Lindi","private operator","enough",380,"Other","Other"
"113",10394,"functional",-9.57033825,39.4937764,"Lindi","vwc","enough",890,"Other","Other"
"114",38592,"non-functional",-8.58382865,39.26271315,"Lindi","vwc","unknown",890,"DWE","GOVERNMENT OF TANZANIA"
"115",45847,"non-functional",-9.62289683,39.45813832,"Lindi","vwc","insufficient",1,"Other","Other"
"116",26497,"non-functional",-8.35921051,39.26433123,"Lindi","vwc","enough",358,"Other","Other"
"117",19772,"non-functional",-8.59458183,39.25572527,"Lindi","vwc","seasonal",367,"DWE","GOVERNMENT OF TANZANIA"
"118",69430,"functional",-8.49872232,39.25640437,"Lindi","vwc","enough",530,"DWE","GOVERNMENT OF TANZANIA"
"119",33963,"functional",-8.85092324,39.46211242,"Lindi","vwc","enough",600,"DWE","GOVERNMENT OF TANZANIA"
"120",4622,"functional",-8.38750362,39.24616589,"Lindi","vwc","enough",1500,"Other","Other"
"121",67708,"non-functional",-8.72609042,39.18232556,"Lindi","vwc","dry",123,"DWE","GOVERNMENT OF TANZANIA"
"122",61920,"non-functional",-8.71829235,39.22590578,"Lindi","vwc","enough",256,"DWE","GOVERNMENT OF TANZANIA"
"123",57367,"functional",-10.0297059,39.61322926,"Lindi","vwc","enough",350,"Other","Other"
"124",19129,"non-functional",-8.60896763,39.29959797,"Lindi","vwc","enough",360,"Other","Other"
"125",54260,"non-functional",-8.50635466,39.2539023,"Lindi","vwc","dry",374,"DWE","GOVERNMENT OF TANZANIA"
"126",48127,"non-functional",-8.49792845,39.25776535,"Lindi","private operator","enough",430,"Other","Other"
"127",28548,"non-functional",-8.50218348,39.25883284,"Lindi","vwc","insufficient",550,"Other","Other"
"128",30935,"non-functional",-8.52047327,39.49727635,"Lindi","vwc","dry",560,"DWE","GOVERNMENT OF TANZANIA"
"129",33510,"non-functional",-8.84526079,39.45638063,"Lindi","vwc","enough",1,"DWE","GOVERNMENT OF TANZANIA"
"130",35171,"non-functional",-9.72988087,39.66067676,"Lindi","vwc","insufficient",1,"Other","Other"
"131",37751,"non-functional",-10.02789414,39.61921871,"Lindi","vwc","insufficient",100,"Other","Other"
"132",19038,"non-functional",-9.56791837,39.49358917,"Lindi","vwc","enough",260,"DWE","GOVERNMENT OF TANZANIA"
"133",23271,"non-functional",-9.32621702,39.62161138,"Lindi","vwc","insufficient",390,"DWE","GOVERNMENT OF TANZANIA"
"134",21622,"non-functional",-8.58383591,39.26279225,"Lindi","vwc","dry",1,"Other","Other"
"135",19948,"non-functional",-8.50237271,39.25881384,"Lindi","vwc","insufficient",1,"DWE","GOVERNMENT OF TANZANIA"
"136",30023,"non-functional",-8.62232232,39.29489516,"Lindi","vwc","dry",151,"DWE","GOVERNMENT OF TANZANIA"
"137",39719,"functional",-10.02902972,39.61869762,"Lindi","vwc","insufficient",200,"Other","Other"
"138",29522,"functional-needs-repair",-8.7828678,39.18559037,"Lindi","wug","insufficient",230,"DWE","GOVERNMENT OF TANZANIA"
"139",64878,"functional",-8.78101691,39.18676843,"Lindi","wug","enough",296,"DWE","GOVERNMENT OF TANZANIA"
"140",23259,"non-functional",-8.60049389,39.27418944,"Lindi","vwc","enough",367,"Other","Other"
"141",50136,"functional-needs-repair",-9.2272019,39.60655226,"Lindi","vwc","enough",400,"Other","Other"
"142",62854,"non-functional",-8.58488888,39.25342662,"Lindi","vwc","enough",438,"DWE","GOVERNMENT OF TANZANIA"
"143",28781,"non-functional",-8.75754423,39.41141365,"Lindi","other","enough",700,"DWE","GOVERNMENT OF TANZANIA"
"144",14455,"non-functional",-8.62294678,39.30211214,"Lindi","vwc","dry",96,"DWE","GOVERNMENT OF TANZANIA"
"145",16726,"non-functional",-8.59001359,39.25451606,"Lindi","vwc","seasonal",438,"DWE","GOVERNMENT OF TANZANIA"
"146",32037,"functional",-8.50246789,39.25882778,"Lindi","other","enough",550,"Other","Other"
"147",4637,"functional",-8.49680552,39.25873559,"Lindi","private operator","insufficient",30,"Other","Other"
"148",27390,"functional",-10.02833914,39.61099014,"Lindi","vwc","insufficient",50,"Other","Other"
"149",12464,"functional",-9.87779729,39.74028941,"Lindi","vwc","insufficient",200,"Other","Other"
"150",5536,"functional",-8.77968802,39.18632287,"Lindi","wug","insufficient",286,"DWE","GOVERNMENT OF TANZANIA"
"151",7500,"non-functional",-9.97568733,39.64378476,"Lindi","vwc","enough",350,"Other","Other"
"152",61270,"functional",-8.78098612,39.18557324,"Lindi","wug","enough",500,"DWE","GOVERNMENT OF TANZANIA"
"153",58466,"non-functional",-8.84934644,39.47000905,"Lindi","other","dry",1,"Other","Other"
"154",28143,"non-functional",-10.02756847,39.60453206,"Lindi","vwc","enough",140,"Other","Other"
"155",29666,"functional",-8.78281727,39.18548009,"Lindi","wug","enough",230,"DWE","GOVERNMENT OF TANZANIA"
"156",30706,"functional",-10.03031241,39.6210154,"Lindi","vwc","enough",300,"Other","Other"
"157",71351,"non-functional",-10.09285017,39.62974038,"Lindi","vwc","enough",450,"Other","Other"
"158",5611,"functional",-10.02598164,39.61540209,"Lindi","vwc","enough",1000,"Other","Other"
"159",55922,"non-functional",-10.12466941,39.64230722,"Lindi","vwc","enough",2000,"Other","Other"
"160",69809,"non-functional",-8.53274626,39.25168849,"Lindi","vwc","enough",1,"Other","WORLD BANK"
"161",9493,"non-functional",-8.62044663,39.29372841,"Lindi","vwc","dry",120,"DWE","GOVERNMENT OF TANZANIA"
"162",68568,"functional",-8.7822651,39.1859742,"Lindi","wug","enough",230,"DWE","GOVERNMENT OF TANZANIA"
"163",24434,"functional",-8.49909541,39.25907433,"Lindi","private operator","enough",360,"Other","Other"
"164",53354,"non-functional",-9.28273121,39.61343695,"Lindi","vwc","enough",360,"DWE","GOVERNMENT OF TANZANIA"
"165",11967,"functional",-8.75663756,39.41148533,"Lindi","unknown","enough",1000,"DWE","TASAF"
"166",3297,"functional",-9.32026405,39.62003708,"Lindi","other","enough",653,"Other","Other"
"167",51593,"non-functional",-8.50254905,39.25866877,"Lindi","other","seasonal",550,"DWE","GOVERNMENT OF TANZANIA"
"168",31599,"non-functional",-9.73224769,39.62463309,"Lindi","vwc","insufficient",1,"Other","Other"
"169",29846,"functional",-10.02610176,39.60319065,"Lindi","vwc","enough",100,"Other","TASAF"
"170",26754,"non-functional",-9.15290676,39.41414295,"Lindi","other","seasonal",170,"Other","GOVERNMENT OF TANZANIA"
"171",53074,"non-functional",-9.97338752,39.62999148,"Lindi","vwc","insufficient",400,"Other","Other"
"172",36834,"functional",-10.09731177,39.62433139,"Lindi","vwc","enough",500,"Other","Other"
"173",2603,"non-functional",-10.03867265,39.62394159,"Lindi","vwc","enough",700,"Other","WORLD BANK"
"174",62511,"functional",-10.04794964,39.61838747,"Lindi","vwc","enough",700,"Other","WORLD BANK"
"175",44811,"functional",-8.50573252,39.25533844,"Lindi","private operator","insufficient",360,"Other","Other"
"176",74020,"non-functional",-10.12547136,39.6434213,"Lindi","vwc","enough",2000,"Other","Other"
"177",34015,"non-functional",-9.13307377,39.56098345,"Lindi","vwc","enough",230,"DWE","Other"
"178",35721,"non-functional",-9.32821827,39.6222087,"Lindi","vwc","insufficient",460,"DWE","GOVERNMENT OF TANZANIA"
"179",14964,"functional",-10.12706168,39.64266575,"Lindi","vwc","enough",2100,"Other","Other"
"180",8103,"non-functional",-8.38479204,39.20216187,"Lindi","vwc","enough",352,"DWE","GOVERNMENT OF TANZANIA"
"181",31921,"non-functional",-8.50656069,39.25275721,"Lindi","vwc","dry",423,"DWE","GOVERNMENT OF TANZANIA"
"182",36235,"functional-needs-repair",-8.38338426,39.21869088,"Lindi","vwc","enough",500,"DWE","GOVERNMENT OF TANZANIA"
"183",70215,"non-functional",-9.9694061,39.62330833,"Lindi","vwc","enough",500,"Other","Other"
"184",62815,"non-functional",-8.72239511,39.17159156,"Lindi","vwc","enough",263,"DWE","GOVERNMENT OF TANZANIA"
"185",65659,"non-functional",-9.97162973,39.62614097,"Lindi","vwc","insufficient",400,"Other","Other"
"186",8408,"functional",-10.22954943,39.88114635,"Lindi","wua","enough",235,"Other","Other"
"187",6150,"functional",-10.02726503,39.5990544,"Lindi","vwc","insufficient",250,"Other","Other"
"188",44278,"functional",-9.57527855,39.37383877,"Lindi","vwc","insufficient",1,"Other","Other"
"189",59308,"non-functional",-9.81724523,39.73160528,"Lindi","vwc","enough",400,"Other","Other"
"190",60286,"non-functional",-10.09567156,39.62402687,"Lindi","vwc","enough",430,"Other","Other"
"191",60768,"functional",-10.12561276,39.64537373,"Lindi","vwc","enough",1400,"Other","Other"
"192",53167,"non-functional",-10.02772132,39.6002343,"Lindi","vwc","enough",200,"Other","Other"
"193",67384,"non-functional",-10.02746773,39.58892778,"Lindi","vwc","enough",200,"Other","Other"
"194",59783,"non-functional",-8.38607263,39.19176021,"Lindi","vwc","enough",253,"DWE","GOVERNMENT OF TANZANIA"
"195",32881,"non-functional",-8.39019412,39.20096912,"Lindi","vwc","insufficient",352,"DWE","GOVERNMENT OF TANZANIA"
"196",11542,"functional",-8.49908384,39.25915647,"Lindi","private operator","enough",360,"Other","Other"
"197",11652,"functional",-10.09168636,39.57221356,"Lindi","vwc","enough",400,"Other","TASAF"
"198",20085,"non-functional",-9.16677097,39.56035814,"Lindi","vwc","insufficient",430,"DWE","GOVERNMENT OF TANZANIA"
"199",49030,"functional",-10.05429041,39.62917151,"Lindi","vwc","enough",500,"Other","WORLD BANK"
"200",21135,"non-functional",-9.16384887,39.55729506,"Lindi","vwc","insufficient",1,"DWE","GOVERNMENT OF TANZANIA"
"201",37605,"non-functional",-9.52685349,39.33427071,"Lindi","vwc","insufficient",230,"DWE","GOVERNMENT OF TANZANIA"
"202",37641,"non-functional",-8.38571558,39.1972984,"Lindi","vwc","insufficient",236,"DWE","GOVERNMENT OF TANZANIA"
"203",50271,"non-functional",-8.38553058,39.19807854,"Lindi","vwc","insufficient",263,"DWE","GOVERNMENT OF TANZANIA"
"204",17725,"non-functional",-10.05689387,39.62690692,"Lindi","vwc","enough",1000,"Other","Other"
"205",58110,"non-functional",-9.57720222,39.37394693,"Lindi","vwc","insufficient",1,"Other","Other"
"206",53390,"non-functional",-9.52678786,39.33465208,"Lindi","vwc","insufficient",259,"DWE","GOVERNMENT OF TANZANIA"
"207",4416,"non-functional",-8.38831149,39.19451972,"Lindi","vwc","insufficient",353,"DWE","GOVERNMENT OF TANZANIA"
"208",45720,"functional",-10.02845742,39.5925369,"Lindi","vwc","enough",400,"Other","Other"
"209",45556,"functional",-10.02793716,39.59426044,"Lindi","vwc","enough",200,"Other","Other"
"210",4441,"non-functional",-10.13457185,39.88987997,"Lindi","vwc","unknown",443,"Other","Other"
"211",64855,"functional",-10.05744956,39.62605137,"Lindi","vwc","enough",800,"Other","Other"
"212",18533,"non-functional",-10.25835209,39.59251187,"Lindi","vwc","enough",1500,"Other","Other"
"213",58136,"non-functional",-9.56240522,39.30920108,"Lindi","vwc","enough",269,"Other","Other"
"214",69520,"functional",-10.02480705,39.59314838,"Lindi","vwc","enough",300,"Other","Other"
"215",3543,"non-functional",-8.38596185,39.19676134,"Lindi","vwc","insufficient",353,"DWE","GOVERNMENT OF TANZANIA"
"216",42613,"functional",-10.09537366,39.56851558,"Lindi","vwc","enough",400,"Other","TASAF"
"217",49189,"non-functional",-9.77566731,39.60214664,"Lindi","vwc","insufficient",325,"Other","Other"
"218",48797,"functional",-9.57770858,39.37919561,"Lindi","vwc","insufficient",453,"Other","Other"
"219",72909,"functional",-10.05385573,39.6289082,"Lindi","vwc","enough",500,"Other","Other"
"220",47827,"non-functional",-10.05398857,39.62906174,"Lindi","vwc","enough",500,"Other","WORLD BANK"
"221",6123,"non-functional",-9.52679749,39.33808255,"Lindi","unknown","enough",630,"DWE","GOVERNMENT OF TANZANIA"
"222",25918,"non-functional",-10.05573716,39.62674171,"Lindi","vwc","enough",1,"Other","WORLD BANK"
"223",49211,"functional",-9.78910273,39.61065929,"Lindi","vwc","enough",365,"Other","Other"
"224",22794,"non-functional",-8.39572812,39.17222111,"Lindi","vwc","insufficient",396,"DWE","GOVERNMENT OF TANZANIA"
"225",22258,"functional",-10.02212658,39.5794871,"Lindi","vwc","enough",400,"Other","Other"
"226",48206,"non-functional",-10.13358684,39.8889042,"Lindi","vwc","insufficient",1,"Other","Other"
"227",64062,"non-functional",-10.13363156,39.88898115,"Lindi","vwc","insufficient",1,"Other","Other"
"228",44616,"functional",-10.05749942,39.62600901,"Lindi","vwc","enough",800,"Other","WORLD BANK"
"229",31276,"functional",-10.15022499,39.57733472,"Lindi","vwc","insufficient",1,"Other","Other"
"230",53749,"non-functional",-10.02267716,39.57952454,"Lindi","vwc","enough",300,"Other","Other"
"231",73832,"functional",-9.98050513,39.62514956,"Lindi","vwc","enough",400,"Other","Other"
"232",13754,"functional",-9.51511288,39.4729406,"Lindi","wug","enough",890,"DWE","GOVERNMENT OF TANZANIA"
"233",58128,"non-functional",-8.38864908,39.17936928,"Lindi","vwc","enough",1,"DWE","GOVERNMENT OF TANZANIA"
"234",18907,"functional",-10.14839728,39.57871566,"Lindi","vwc","insufficient",1,"Other","Other"
"235",22521,"functional",-10.16895325,39.66682217,"Lindi","parastatal","seasonal",1,"Other","TASAF"
"236",45700,"functional",-10.09346432,39.57043765,"Lindi","vwc","enough",300,"Other","TASAF"
"237",27681,"non-functional",-8.50682403,39.2526328,"Lindi","other","dry",323,"DWE","GOVERNMENT OF TANZANIA"
"238",27488,"non-functional",-9.37368125,39.43623545,"Lindi","vwc","enough",340,"DWE","Other"
"239",73450,"non-functional",-8.38861575,39.17946285,"Lindi","vwc","enough",1,"Other","Other"
"240",5253,"non-functional",-9.62244098,39.68078382,"Lindi","unknown","unknown",1,"Other","WORLD BANK"
"241",9277,"functional",-10.15110955,39.57457203,"Lindi","vwc","insufficient",124,"Other","Other"
"242",24087,"non-functional",-8.5192415,39.18185784,"Lindi","vwc","enough",269,"DWE","GOVERNMENT OF TANZANIA"
"243",8438,"non-functional",-9.16502509,39.5572045,"Lindi","vwc","insufficient",586,"DWE","GOVERNMENT OF TANZANIA"
"244",73336,"non-functional",-10.14651265,39.58090456,"Lindi","vwc","enough",89,"Other","Other"
"245",53186,"functional",-10.02354041,39.57587222,"Lindi","vwc","enough",150,"Other","Other"
"246",12213,"non-functional",-10.14636793,39.57865685,"Lindi","vwc","enough",234,"Other","Other"
"247",61137,"functional",-10.02133499,39.57975041,"Lindi","vwc","enough",350,"Other","Other"
"248",10883,"functional",-9.51621443,39.47065856,"Lindi","wug","insufficient",890,"DWE","GOVERNMENT OF TANZANIA"
"249",46170,"non-functional",-8.38966091,39.17614855,"Lindi","vwc","enough",1,"Other","Other"
"250",56687,"functional",-8.38843683,39.17961015,"Lindi","private operator","enough",1,"Other","Other"
"251",64609,"functional",-10.02736119,39.58345713,"Lindi","vwc","enough",400,"Other","Other"
"252",54007,"functional",-9.60670655,39.68538003,"Lindi","vwc","enough",1,"Other","Other"
"253",20501,"non-functional",-8.77571342,38.95565948,"Lindi","vwc","enough",230,"DWE","GOVERNMENT OF TANZANIA"
"254",49060,"non-functional",-9.52165666,39.47553702,"Lindi","other","dry",630,"DWE","GOVERNMENT OF TANZANIA"
"255",62296,"non-functional",-9.55797775,39.66939188,"Lindi","vwc","unknown",1,"Other","Other"
"256",69868,"non-functional",-10.02292974,39.56899471,"Lindi","vwc","enough",100,"Other","Other"
